timestamp,open,high,low,close,volume
2023-05-25 04:00:00+00:00,124.52,125.32,121.96,123.48,42316986.0
2023-05-26 04:00:00+00:00,123.17,125.26,122.45,124.61,35635937.0
2023-05-30 04:00:00+00:00,125.37,125.53,122.02,122.04,2095431.0
2023-05-31 04:00:00+00:00,122.75,124.0601,122.5,122.87,37276787.0
2023-06-01 04:00:00+00:00,122.815,124.42,122.62,123.72,30772683.0
2023-06-02 04:00:00+00:00,123.99,126.15,123.76,124.67,26980147.0
2023-06-05 04:00:00+00:00,124.01,127.43,123.84,126.01,32305531.0
2023-06-06 04:00:00+00:00,126.01,128.29,125.36,127.31,26638295.0
2023-06-07 04:00:00+00:00,126.97,129.04,122.12,122.5,52538986.0
2023-06-08 04:00:00+00:00,122.225,123.225,121.24,122.14,29389167.0
2023-06-09 04:00:00+00:00,122.25,123.755,121.91,122.23,23656819.0
2023-06-12 04:00:00+00:00,122.785,124.05,121.66,123.64,28338743.0
2023-06-13 04:00:00+00:00,124.98,125.16,123.18,123.83,22278313.0
2023-06-14 04:00:00+00:00,123.1,124.05,121.45,123.67,30592297.0
2023-06-15 04:00:00+00:00,123.14,125.46,122.4,125.09,35146268.0
2023-06-16 04:00:00+00:00,125.93,126.108,123.28,123.53,45535553.0
2023-06-20 04:00:00+00:00,122.93,124.57,122.14,123.1,26097492.0
2023-06-21 04:00:00+00:00,122.4,122.66,120.1,120.55,30306336.0
2023-06-22 04:00:00+00:00,120.0,123.24,118.83,123.15,26952246.0
2023-06-23 04:00:00+00:00,121.38,122.7879,121.06,122.34,34913637.0
2023-06-26 04:00:00+00:00,120.76,122.0,118.265,118.34,33969897.0
2023-06-27 04:00:00+00:00,117.08,119.08,116.1,118.33,39535900.0
2023-06-28 04:00:00+00:00,117.09,120.39,116.85,120.18,27074649.0
2023-06-29 04:00:00+00:00,119.24,120.06,118.295,119.1,24090902.0
2023-06-30 04:00:00+00:00,120.17,121.08,119.69,119.7,29532241.0
2023-07-03 04:00:00+00:00,119.24,120.19,118.8182,119.9,14467850.0
2023-07-05 04:00:00+00:00,119.24,122.61,119.23,121.75,27508009.0
2023-07-06 04:00:00+00:00,119.795,120.3,118.4,120.11,24772501.0
2023-07-07 04:00:00+00:00,120.1,121.05,119.4,119.48,21709549.0
2023-07-10 04:00:00+00:00,118.3,118.305,116.135,116.45,35315235.0
2023-07-11 04:00:00+00:00,116.29,117.71,115.35,117.14,23073882.0
2023-07-12 04:00:00+00:00,118.8,120.33,118.4145,118.93,30404409.0
2023-07-13 04:00:00+00:00,120.93,124.83,120.45,124.54,44297915.0
2023-07-14 04:00:00+00:00,124.8,126.775,123.49,125.42,33283076.0
2023-07-17 04:00:00+00:00,125.94,127.0999,124.195,124.65,25716215.0
2023-07-18 04:00:00+00:00,124.6,124.68,122.96,123.76,26226447.0
2023-07-19 04:00:00+00:00,124.6,125.18,121.8,122.03,37224033.0
2023-07-20 04:00:00+00:00,121.42,124.09,118.22,119.2,37882763.0
2023-07-21 04:00:00+00:00,120.62,120.99,118.73,120.02,71606474.0
2023-07-24 04:00:00+00:00,121.66,123.0,120.98,121.53,29723440.0
2023-07-25 04:00:00+00:00,121.36,123.145,121.02,122.21,52429551.0
2023-07-26 04:00:00+00:00,130.07,130.98,128.32,129.27,61682093.0
2023-07-27 04:00:00+00:00,131.67,133.24,128.79,129.4,44952074.0
2023-07-28 04:00:00+00:00,130.78,133.74,130.57,132.58,36534508.0
2023-07-31 04:00:00+00:00,132.73,133.525,131.775,132.72,28036031.0
2023-08-01 04:00:00+00:00,130.775,132.63,130.68,131.55,23276440.0
2023-08-02 04:00:00+00:00,129.45,130.09,127.56,128.38,26273258.0
2023-08-03 04:00:00+00:00,127.97,129.385,127.42,128.45,20159528.0
2023-08-04 04:00:00+00:00,129.28,131.51,127.91,128.11,26147158.0
2023-08-07 04:00:00+00:00,129.16,131.61,129.02,131.53,22743790.0
2023-08-08 04:00:00+00:00,130.62,131.51,129.545,131.4,23514181.0
2023-08-09 04:00:00+00:00,131.66,132.04,129.0,129.66,24912918.0
2023-08-10 04:00:00+00:00,131.32,132.05,129.45,129.69,20856154.0
2023-08-11 04:00:00+00:00,128.66,129.93,128.17,129.56,19591080.0
2023-08-14 04:00:00+00:00,129.39,131.37,128.96,131.33,24685408.0
2023-08-15 04:00:00+00:00,131.1,131.42,129.28,129.78,19770732.0
2023-08-16 04:00:00+00:00,128.7,130.2809,127.865,128.7,25216068.0
2023-08-17 04:00:00+00:00,129.8,131.99,129.29,129.92,33446280.0
2023-08-18 04:00:00+00:00,128.51,129.25,126.3824,127.46,30354550.0
2023-08-21 04:00:00+00:00,127.175,128.725,126.56,128.37,24798729.0
2023-08-22 04:00:00+00:00,128.51,130.278,128.32,129.08,22067520.0
2023-08-23 04:00:00+00:00,130.18,133.41,129.87,132.37,27819713.0
2023-08-24 04:00:00+00:00,133.95,134.25,129.57,129.78,28305694.0
2023-08-25 04:00:00+00:00,129.54,130.76,127.25,129.88,26762891.0
2023-08-28 04:00:00+00:00,131.31,132.54,130.14,131.01,20543266.0
2023-08-29 04:00:00+00:00,132.24,136.57,132.24,134.57,43075556.0
2023-08-30 04:00:00+00:00,134.78,136.275,134.07,135.88,27845769.0
2023-08-31 04:00:00+00:00,136.01,138.0,135.79,136.17,30053800.0
2023-09-01 04:00:00+00:00,137.455,137.455,134.85,135.66,21433687.0
2023-09-05 04:00:00+00:00,135.44,136.42,134.5801,135.77,19403112.0
2023-09-06 04:00:00+00:00,136.02,136.5299,133.665,134.46,18684534.0
2023-09-07 04:00:00+00:00,133.59,135.58,132.95,135.26,18844342.0
2023-09-08 04:00:00+00:00,134.91,136.66,134.85,136.38,23373988.0
2023-09-11 04:00:00+00:00,136.54,137.48,135.785,136.92,20763350.0
2023-09-12 04:00:00+00:00,136.26,136.8701,135.19,135.34,18405505.0
2023-09-13 04:00:00+00:00,135.09,136.9,134.15,136.71,20749496.0
2023-09-14 04:00:00+00:00,137.6,138.695,136.24,138.1,24750968.0
2023-09-15 04:00:00+00:00,137.98,138.52,136.48,137.4,38919614.0
2023-09-18 04:00:00+00:00,136.61,139.16,136.61,138.21,21861346.0
2023-09-19 04:00:00+00:00,137.42,138.41,136.62,138.04,20249253.0
2023-09-20 04:00:00+00:00,138.08,138.08,133.62,133.74,29927475.0
2023-09-21 04:00:00+00:00,131.44,132.23,130.07,130.44,31503910.0
2023-09-22 04:00:00+00:00,130.76,132.025,129.6,130.25,26397337.0
2023-09-25 04:00:00+00:00,129.83,131.17,128.96,131.11,20094643.0
2023-09-26 04:00:00+00:00,129.77,130.3645,127.22,128.565,25718704.0
2023-09-27 04:00:00+00:00,128.57,130.895,128.57,130.54,22746452.0
2023-09-28 04:00:00+00:00,129.84,133.3,129.79,132.31,22513132.0
2023-09-29 04:00:00+00:00,133.28,134.05,130.36,130.86,30859790.0
2023-10-02 04:00:00+00:00,131.21,134.42,131.17,134.17,22288038.0
2023-10-03 04:00:00+00:00,133.94,134.26,131.84,132.43,22971401.0
2023-10-04 04:00:00+00:00,132.79,135.57,132.53,135.24,26692295.0
2023-10-05 04:00:00+00:00,135.07,135.49,133.45,135.07,19832615.0
2023-10-06 04:00:00+00:00,134.01,138.155,134.01,137.58,27597598.0
2023-10-09 04:00:00+00:00,136.94,138.94,135.61,138.42,19278070.0
2023-10-10 04:00:00+00:00,138.5,139.72,137.33,138.06,27775413.0
2023-10-11 04:00:00+00:00,138.58,141.11,138.58,140.55,25882803.0
2023-10-12 04:00:00+00:00,141.05,141.22,138.26,138.97,24765537.0
2023-10-13 04:00:00+00:00,139.38,140.0,136.615,137.36,23435599.0
2023-10-16 04:00:00+00:00,138.17,139.63,137.99,139.095,28486471.0
2023-10-17 04:00:00+00:00,138.63,139.9,137.18,139.72,23515780.0
2023-10-18 04:00:00+00:00,139.445,140.72,137.38,137.96,23374998.0
2023-10-19 04:00:00+00:00,138.5,139.66,137.38,137.75,26066011.0
2023-10-20 04:00:00+00:00,137.33,137.87,135.08,135.6,26260673.0
2023-10-23 04:00:00+00:00,135.04,137.6599,133.95,136.5,26300730.0
2023-10-24 04:00:00+00:00,137.83,139.3599,137.42,138.81,44732321.0
2023-10-25 04:00:00+00:00,128.16,128.31,125.07,125.61,84366208.0
2023-10-26 04:00:00+00:00,123.27,124.3297,121.27,122.28,57061140.0
2023-10-27 04:00:00+00:00,122.88,123.31,120.2057,122.17,44546506.0
2023-10-30 04:00:00+00:00,123.21,127.78,120.53,124.46,28941124.0
2023-10-31 04:00:00+00:00,125.06,125.37,122.685,124.08,26292342.0
2023-11-01 04:00:00+00:00,124.07,126.49,123.715,126.45,30082438.0
2023-11-02 04:00:00+00:00,128.42,128.98,126.93,127.49,27124647.0
2023-11-03 04:00:00+00:00,128.02,129.525,127.86,129.1,26393109.0
2023-11-06 05:00:00+00:00,129.05,130.34,128.67,130.25,19052740.0
2023-11-07 05:00:00+00:00,130.71,131.91,129.88,130.97,29728476.0
2023-11-08 05:00:00+00:00,130.97,132.21,130.78,131.84,26425849.0
2023-11-09 05:00:00+00:00,131.96,132.55,130.065,130.24,23744273.0
2023-11-10 05:00:00+00:00,130.105,132.8,129.41,132.59,26927826.0
2023-11-13 05:00:00+00:00,131.78,132.59,131.25,132.09,18324751.0
2023-11-14 05:00:00+00:00,134.19,135.7,133.32,133.62,32395178.0
2023-11-15 05:00:00+00:00,134.87,135.03,133.57,134.62,23594015.0
2023-11-16 05:00:00+00:00,135.19,137.2199,134.32,136.93,28013179.0
2023-11-17 05:00:00+00:00,136.0,136.06,133.65,135.31,37287691.0
2023-11-20 05:00:00+00:00,133.69,136.66,133.62,136.25,27850762.0
2023-11-21 05:00:00+00:00,136.29,137.18,135.96,136.97,22628522.0
2023-11-22 05:00:00+00:00,137.47,139.42,137.47,138.49,17620456.0
2023-11-24 05:00:00+00:00,138.03,138.13,135.99,136.69,12514322.0
2023-11-27 05:00:00+00:00,136.03,138.42,136.0,136.41,23436526.0
2023-11-28 05:00:00+00:00,136.08,137.25,135.4222,137.2,18730032.0
2023-11-29 05:00:00+00:00,137.57,138.288,134.84,134.99,23949222.0
2023-11-30 05:00:00+00:00,135.05,135.55,131.28,132.53,38988263.0
2023-12-01 05:00:00+00:00,131.86,132.11,130.665,131.86,31418763.0
2023-12-04 05:00:00+00:00,129.88,130.03,127.9,129.27,36669876.0
2023-12-05 05:00:00+00:00,128.95,132.14,128.25,130.99,27384784.0
2023-12-06 05:00:00+00:00,131.44,131.84,129.875,130.02,23576176.0
2023-12-07 05:00:00+00:00,135.04,138.56,134.7,136.93,56767100.0
2023-12-08 05:00:00+00:00,134.2,136.4,134.025,134.99,32260112.0
2023-12-11 05:00:00+00:00,132.38,133.335,131.36,133.29,31138011.0
2023-12-12 05:00:00+00:00,131.81,133.0,131.26,132.52,29032831.0
2023-12-13 05:00:00+00:00,133.38,133.5,131.57,132.57,30104775.0
2023-12-14 05:00:00+00:00,133.38,133.72,129.685,131.94,38722413.0
2023-12-15 05:00:00+00:00,131.62,133.51,131.18,132.6,50847113.0
2023-12-18 05:00:00+00:00,132.63,137.1478,132.43,135.8,32257967.0
2023-12-19 05:00:00+00:00,136.84,137.47,136.08,136.65,25476753.0
2023-12-20 05:00:00+00:00,138.97,141.695,138.065,138.34,49106888.0
2023-12-21 05:00:00+00:00,139.49,140.685,139.18,140.42,27488284.0
2023-12-22 05:00:00+00:00,140.77,141.99,140.71,141.49,26532199.0
2023-12-26 05:00:00+00:00,141.59,142.68,141.19,141.52,16774333.0
2023-12-27 05:00:00+00:00,141.59,142.08,139.886,140.37,19628618.0
2023-12-28 05:00:00+00:00,140.78,141.14,139.75,140.23,16045712.0
2023-12-29 05:00:00+00:00,139.63,140.36,138.78,139.69,18733017.0
2024-01-02 05:00:00+00:00,138.55,139.45,136.48,138.17,23711220.0
2024-01-03 05:00:00+00:00,137.25,139.63,137.08,138.92,24212147.0
2024-01-04 05:00:00+00:00,138.42,139.16,136.35,136.39,27137735.0
2024-01-05 05:00:00+00:00,136.745,137.1558,135.15,135.73,22513854.0
2024-01-08 05:00:00+00:00,136.29,139.01,136.26,138.84,21403982.0
2024-01-09 05:00:00+00:00,138.5,141.485,138.15,140.95,24759598.0
2024-01-10 05:00:00+00:00,141.0,143.0,140.91,142.28,21320203.0
2024-01-11 05:00:00+00:00,143.49,145.22,140.635,142.08,24008722.0
2024-01-12 05:00:00+00:00,142.67,143.195,141.82,142.65,18785514.0
2024-01-16 05:00:00+00:00,142.0,144.35,141.45,142.49,22670467.0
2024-01-17 05:00:00+00:00,141.345,141.84,138.9,141.47,20968649.0
2024-01-18 05:00:00+00:00,142.05,144.21,141.99,143.48,25746417.0
2024-01-19 05:00:00+00:00,144.74,146.45,144.38,146.38,34271867.0
2024-01-22 05:00:00+00:00,147.1,148.39,145.84,145.99,32099269.0
2024-01-23 05:00:00+00:00,145.89,147.182,145.5,147.04,21636129.0
2024-01-24 05:00:00+00:00,148.54,149.855,148.1,148.7,25233450.0
2024-01-25 05:00:00+00:00,150.065,153.05,149.54,151.87,29149069.0
2024-01-26 05:00:00+00:00,151.1,152.535,151.01,152.185,26097894.0
2024-01-29 05:00:00+00:00,152.06,153.78,151.43,153.51,27767291.0
2024-01-30 05:00:00+00:00,152.8,153.62,151.185,151.46,36331833.0
2024-01-31 05:00:00+00:00,143.62,144.0,139.87,140.1,71889544.0
2024-02-01 05:00:00+00:00,142.12,143.06,140.79,141.16,40466549.0
2024-02-02 05:00:00+00:00,139.26,142.62,136.5,142.38,62499574.0
2024-02-05 05:00:00+00:00,142.82,145.47,142.78,143.68,38489305.0
2024-02-06 05:00:00+00:00,144.65,145.36,143.19,144.1,29121701.0
2024-02-07 05:00:00+00:00,144.76,145.615,143.925,145.54,25208862.0
2024-02-08 05:00:00+00:00,145.83,146.33,145.105,145.91,22563764.0
2024-02-09 05:00:00+00:00,146.68,149.44,146.18,149.0,26829504.0
2024-02-12 05:00:00+00:00,148.42,149.335,147.37,147.53,21446485.0
2024-02-13 05:00:00+00:00,144.92,146.67,143.69,145.14,27837730.0
2024-02-14 05:00:00+00:00,146.08,146.52,144.094,145.94,22704166.0
2024-02-15 05:00:00+00:00,143.14,143.52,140.46,142.77,37590695.0
2024-02-16 05:00:00+00:00,142.99,143.19,140.14,140.52,31468926.0
2024-02-20 05:00:00+00:00,139.655,142.08,139.49,141.12,24927710.0
2024-02-21 05:00:00+00:00,141.45,142.69,140.675,142.55,23315687.0
2024-02-22 05:00:00+00:00,144.93,145.0,142.8,144.09,27191892.0
2024-02-23 05:00:00+00:00,143.67,144.68,143.43,143.96,19493752.0
2024-02-26 05:00:00+00:00,142.14,142.44,137.39,137.57,53641795.0
2024-02-27 05:00:00+00:00,138.02,139.25,137.09,138.88,33092790.0
2024-02-28 05:00:00+00:00,137.9,138.01,135.41,136.38,37286675.0
2024-02-29 05:00:00+00:00,137.28,138.86,136.4,138.46,42123053.0
2024-03-01 05:00:00+00:00,138.43,138.87,136.92,137.14,31132116.0
2024-03-04 05:00:00+00:00,135.66,135.66,131.91,133.35,55762415.0
2024-03-05 05:00:00+00:00,131.88,133.24,130.665,132.67,40194757.0
2024-03-06 05:00:00+00:00,133.12,133.58,130.85,131.4,35314110.0
2024-03-07 05:00:00+00:00,132.795,134.94,131.61,134.38,37716609.0
2024-03-08 05:00:00+00:00,134.21,138.085,134.0,135.41,39342392.0
2024-03-11 04:00:00+00:00,136.13,139.095,136.13,137.67,32437772.0
2024-03-12 04:00:00+00:00,137.03,139.375,137.03,138.5,27563354.0
2024-03-13 04:00:00+00:00,139.0,141.09,138.99,139.79,23293208.0
2024-03-14 04:00:00+00:00,141.19,143.585,140.455,143.1,42753387.0
2024-03-15 04:00:00+00:00,142.5,143.18,140.03,141.18,49475417.0
2024-03-18 04:00:00+00:00,148.61,152.15,147.17,147.68,69263199.0
2024-03-19 04:00:00+00:00,148.16,148.7913,146.08,147.03,24070435.0
2024-03-20 04:00:00+00:00,148.0,148.86,146.735,148.74,21311501.0
2024-03-21 04:00:00+00:00,149.47,150.37,146.9001,147.6,24755597.0
2024-03-22 04:00:00+00:00,149.12,151.58,148.98,150.77,29211769.0
2024-03-25 04:00:00+00:00,149.94,150.375,147.82,150.07,19229285.0
2024-03-26 04:00:00+00:00,150.22,152.256,149.98,150.67,22149137.0
2024-03-27 04:00:00+00:00,151.18,151.635,148.9,150.87,22879178.0
2024-03-28 04:00:00+00:00,150.85,151.43,150.17,150.93,24485390.0
2024-04-01 04:00:00+00:00,150.69,155.74,150.61,155.49,31730848.0
2024-04-02 04:00:00+00:00,153.5,154.7,152.15,154.56,24585985.0
2024-04-03 04:00:00+00:00,153.6,155.08,152.73,154.92,24704991.0
2024-04-04 04:00:00+00:00,153.5,154.77,150.45,150.53,34713138.0
2024-04-05 04:00:00+00:00,150.03,153.42,149.6,152.5,23459246.0
2024-04-08 04:00:00+00:00,152.78,155.27,152.61,154.85,20701974.0
2024-04-09 04:00:00+00:00,156.085,158.56,155.19,156.6,30765813.0
2024-04-10 04:00:00+00:00,156.21,156.61,154.68,156.14,22838629.0
2024-04-11 04:00:00+00:00,156.91,159.68,156.46,159.41,27166431.0
2024-04-12 04:00:00+00:00,157.96,160.2225,157.14,157.73,25353746.0
2024-04-15 04:00:00+00:00,158.86,159.24,154.59,154.86,27136472.0
2024-04-16 04:00:00+00:00,154.19,155.65,153.43,154.4,20779495.0
2024-04-17 04:00:00+00:00,155.62,157.08,154.58,155.47,21763130.0
2024-04-18 04:00:00+00:00,155.34,156.94,154.62,156.01,19883044.0
2024-04-19 04:00:00+00:00,156.2,156.36,152.3,154.09,32411039.0
2024-04-22 04:00:00+00:00,154.31,157.64,154.06,156.28,26446206.0
2024-04-23 04:00:00+00:00,156.96,158.97,156.28,158.26,20941726.0
2024-04-24 04:00:00+00:00,157.49,159.565,157.165,159.13,22779112.0
2024-04-25 04:00:00+00:00,151.33,156.49,150.87,156.0,56985430.0
2024-04-26 04:00:00+00:00,174.37,174.71,169.65,171.95,64655299.0
2024-04-29 04:00:00+00:00,169.058,169.55,165.21,166.15,45610024.0
2024-04-30 04:00:00+00:00,165.612,168.1,162.6,162.78,33562861.0
2024-05-01 04:00:00+00:00,164.3,167.12,163.09,163.86,33493151.0
2024-05-02 04:00:00+00:00,164.785,166.73,163.89,166.62,24294549.0
2024-05-03 04:00:00+00:00,167.56,167.96,163.05,167.24,34661632.0
2024-05-06 04:00:00+00:00,167.46,168.14,166.03,168.1,21871283.0
2024-05-07 04:00:00+00:00,168.5,171.76,168.39,171.25,28039696.0
2024-05-08 04:00:00+00:00,169.0,170.15,168.735,169.38,19536146.0
2024-05-09 04:00:00+00:00,169.39,170.69,168.18,169.96,15315900.0
2024-05-10 04:00:00+00:00,168.025,169.85,166.19,168.65,29799931.0
2024-05-13 04:00:00+00:00,164.26,169.28,164.0,169.14,31327590.0
2024-05-14 04:00:00+00:00,169.77,171.25,168.8,170.34,25127138.0
2024-05-15 04:00:00+00:00,170.63,172.65,170.51,172.51,26948370.0
2024-05-16 04:00:00+00:00,173.29,175.115,172.69,174.18,27867947.0
2024-05-17 04:00:00+00:00,174.18,176.265,173.69,176.06,24479262.0
2024-05-20 04:00:00+00:00,176.192,178.77,176.08,176.92,22554400.0
2024-05-21 04:00:00+00:00,176.9,178.15,175.81,177.85,16717069.0
2024-05-22 04:00:00+00:00,176.644,177.15,175.21,176.38,17880042.0
2024-05-23 04:00:00+00:00,177.07,178.25,172.95,173.55,21024935.0
2024-05-24 04:00:00+00:00,174.98,175.77,173.65,174.99,16579438.0
2024-05-28 04:00:00+00:00,174.45,177.27,174.365,176.4,20570407.0
2024-05-29 04:00:00+00:00,175.43,176.836,174.72,175.9,23388693.0
2024-05-30 04:00:00+00:00,175.2,175.22,171.79,172.11,22935677.0
2024-05-31 04:00:00+00:00,171.86,173.06,169.44,172.5,37638876.0
2024-06-03 04:00:00+00:00,172.54,174.525,171.16,173.17,27459118.0
2024-06-04 04:00:00+00:00,173.28,173.845,171.89,173.79,26879596.0
2024-06-05 04:00:00+00:00,175.2,176.645,173.9339,175.41,22067319.0
2024-06-06 04:00:00+00:00,175.895,177.15,175.75,176.73,23251013.0
2024-06-07 04:00:00+00:00,177.05,177.87,174.3,174.46,19661399.0
2024-06-10 04:00:00+00:00,174.97,177.06,172.76,175.01,23779218.0
2024-06-11 04:00:00+00:00,176.22,176.84,173.7701,176.62,21525582.0
2024-06-12 04:00:00+00:00,178.25,180.41,176.11,177.79,27864737.0
2024-06-13 04:00:00+00:00,176.11,176.74,174.88,175.16,20913299.0
2024-06-14 04:00:00+00:00,174.22,177.0623,174.15,176.79,18063555.0
2024-06-17 04:00:00+00:00,175.46,178.36,174.81,177.24,19618497.0
2024-06-18 04:00:00+00:00,177.14,177.385,174.1042,175.09,21869857.0
2024-06-20 04:00:00+00:00,175.37,177.29,174.99,176.3,20160028.0
2024-06-21 04:00:00+00:00,177.0,180.85,176.61,179.63,58582743.0
2024-06-24 04:00:00+00:00,180.16,180.89,178.67,179.22,18298012.0
2024-06-25 04:00:00+00:00,179.62,184.29,179.42,184.03,23228589.0
2024-06-26 04:00:00+00:00,182.63,184.51,182.48,183.88,19838972.0
2024-06-27 04:00:00+00:00,184.18,186.05,184.02,185.41,18844284.0
2024-06-28 04:00:00+00:00,184.32,185.13,181.96,182.15,29156644.0
2024-07-01 04:00:00+00:00,183.03,183.88,181.3,182.99,16006128.0
2024-07-02 04:00:00+00:00,182.05,185.57,181.56,185.24,17372485.0
2024-07-03 04:00:00+00:00,184.85,186.09,184.0,185.82,10237926.0
2024-07-05 04:00:00+00:00,185.855,190.86,185.8,190.6,20908950.0
2024-07-08 04:00:00+00:00,189.895,190.17,187.78,189.03,20808386.0
2024-07-09 04:00:00+00:00,190.31,191.36,188.72,188.98,15091312.0
2024-07-10 04:00:00+00:00,189.15,191.75,189.03,191.18,15952454.0
2024-07-11 04:00:00+00:00,189.845,190.86,185.08,185.57,25625784.0
2024-07-12 04:00:00+00:00,185.08,187.11,184.49,185.07,22898406.0
2024-07-15 04:00:00+00:00,184.92,188.24,184.92,186.53,16428043.0
2024-07-16 04:00:00+00:00,187.36,188.68,183.3736,183.92,18290722.0
2024-07-17 04:00:00+00:00,182.965,183.55,179.9,181.02,20734071.0
2024-07-18 04:00:00+00:00,181.93,182.5,176.47,177.69,25294727.0
2024-07-19 04:00:00+00:00,178.88,180.29,177.13,177.66,18402585.0
2024-07-22 04:00:00+00:00,180.59,182.7,180.23,181.67,24092845.0
2024-07-23 04:00:00+00:00,182.05,183.61,181.54,181.79,36352714.0
2024-07-24 04:00:00+00:00,173.6,176.19,171.82,172.63,49585203.0
2024-07-25 04:00:00+00:00,172.52,173.42,167.19,167.28,44832573.0
2024-07-26 04:00:00+00:00,167.15,168.09,164.06,167.0,41336886.0
2024-07-29 04:00:00+00:00,168.83,170.43,167.99,169.53,20293822.0
2024-07-30 04:00:00+00:00,170.24,171.2299,168.44,170.29,18959686.0
2024-07-31 04:00:00+00:00,173.24,174.245,170.01,171.54,25729090.0
2024-08-01 04:00:00+00:00,170.25,174.05,168.88,170.76,24381392.0
2024-08-02 04:00:00+00:00,166.44,168.51,164.67,166.66,29130102.0
2024-08-05 04:00:00+00:00,155.5,164.43,154.93,159.25,53630673.0
2024-08-06 04:00:00+00:00,159.33,160.57,156.41,158.29,49004561.0
2024-08-07 04:00:00+00:00,161.25,162.98,158.47,158.94,25138573.0
2024-08-08 04:00:00+00:00,160.51,163.69,160.21,162.03,25578839.0
2024-08-09 04:00:00+00:00,160.01,163.79,159.06,163.67,28602285.0
2024-08-12 04:00:00+00:00,164.35,164.9,161.84,162.29,15895286.0
2024-08-13 04:00:00+00:00,163.41,164.73,162.97,164.16,18551690.0
2024-08-14 04:00:00+00:00,162.4,163.22,157.71,160.37,40591126.0
2024-08-15 04:00:00+00:00,160.5,161.635,159.61,161.3,31524252.0
2024-08-16 04:00:00+00:00,161.47,165.06,161.13,162.96,24105447.0
2024-08-19 04:00:00+00:00,165.28,166.69,164.26,166.67,22416185.0
2024-08-20 04:00:00+00:00,166.9,168.64,166.82,167.18,18341533.0
2024-08-21 04:00:00+00:00,165.15,166.85,164.67,165.85,22901997.0
2024-08-22 04:00:00+00:00,167.26,167.59,163.31,163.8,22418275.0
2024-08-23 04:00:00+00:00,164.72,166.18,163.83,165.62,13955741.0
2024-08-26 04:00:00+00:00,166.38,167.55,164.455,166.16,14190417.0
2024-08-27 04:00:00+00:00,165.835,166.4426,164.46,164.68,11821941.0
2024-08-28 04:00:00+00:00,165.035,165.6,161.5284,162.85,16392444.0
2024-08-29 04:00:00+00:00,164.31,165.97,160.25,161.78,19699767.0
2024-08-30 04:00:00+00:00,162.615,163.66,161.6925,163.38,22123811.0
2024-09-03 04:00:00+00:00,161.72,161.85,156.48,157.36,38929762.0
2024-09-04 04:00:00+00:00,156.655,159.0,155.9616,156.45,19353759.0
2024-09-05 04:00:00+00:00,156.3,159.45,155.9805,157.24,18661547.0
2024-09-06 04:00:00+00:00,157.3,157.83,150.55,150.92,37908530.0
2024-09-09 04:00:00+00:00,152.51,153.4,147.215,148.71,38505951.0
2024-09-10 04:00:00+00:00,150.45,151.27,148.34,148.66,31087765.0
2024-09-11 04:00:00+00:00,149.92,151.5,147.52,151.16,29607693.0
2024-09-12 04:00:00+00:00,153.8,154.82,152.65,154.69,29682298.0
2024-09-13 04:00:00+00:00,155.43,158.38,155.21,157.46,29591152.0
2024-09-16 04:00:00+00:00,157.31,158.25,156.6,158.06,18332775.0
2024-09-17 04:00:00+00:00,159.02,160.55,158.375,159.32,20715612.0
2024-09-18 04:00:00+00:00,159.86,160.5,158.595,159.81,23677315.0
2024-09-19 04:00:00+00:00,163.71,163.79,161.34,162.14,26587733.0
2024-09-20 04:00:00+00:00,163.5,163.73,162.06,163.59,40896438.0
2024-09-23 04:00:00+00:00,164.35,165.49,161.67,161.85,24150852.0
2024-09-24 04:00:00+00:00,163.03,163.2158,160.69,162.29,23332147.0
2024-09-25 04:00:00+00:00,161.47,162.81,161.3,161.49,18869199.0
2024-09-26 04:00:00+00:00,163.64,164.08,162.28,162.73,20319336.0
2024-09-27 04:00:00+00:00,162.81,165.7,162.6261,163.95,21101307.0
2024-09-30 04:00:00+00:00,163.32,166.15,163.26,165.85,20481303.0
2024-10-01 04:00:00+00:00,167.685,169.16,164.58,166.99,28313923.0
2024-10-02 04:00:00+00:00,166.42,167.52,164.73,165.86,17760179.0
2024-10-03 04:00:00+00:00,164.41,166.64,163.923,165.86,15073101.0
2024-10-04 04:00:00+00:00,168.06,168.23,165.48,167.06,19093724.0
2024-10-07 04:00:00+00:00,167.72,168.48,162.75,162.98,22463140.0
2024-10-08 04:00:00+00:00,163.94,164.725,162.87,164.38,23061733.0
2024-10-09 04:00:00+00:00,163.45,164.84,159.74,161.86,31181744.0
2024-10-10 04:00:00+00:00,160.87,163.07,160.395,162.08,14144068.0
2024-10-11 04:00:00+00:00,162.13,163.9,161.235,163.24,15315611.0
2024-10-14 04:00:00+00:00,163.64,166.226,163.4,164.96,19016141.0
2024-10-15 04:00:00+00:00,165.785,167.68,164.625,165.46,20247195.0
2024-10-16 04:00:00+00:00,164.53,165.8,163.74,165.16,16406030.0
2024-10-17 04:00:00+00:00,165.73,166.37,162.76,162.93,21446795.0
2024-10-18 04:00:00+00:00,163.19,164.71,163.08,163.42,19757661.0
2024-10-21 04:00:00+00:00,162.95,164.5,162.62,164.07,20322455.0
2024-10-22 04:00:00+00:00,162.98,165.77,162.98,165.14,16568121.0
2024-10-23 04:00:00+00:00,164.76,165.82,161.925,162.78,18280518.0
2024-10-24 04:00:00+00:00,162.83,163.33,161.01,162.72,22412527.0
